question_id,question,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,answer_index,cot_content,category,dialect
7377,চতুর্থঘাত সমীকরণ x^4 - 18x^3 + kx^2 + 200x - 1984 = 0 এর চারটি মূলের মধ্যে দুটির গুণফল -32। k এর মান নির্ণয় করুন।,150,45,86,110,72,120,103,98,54,64,2,,math,bn
7379,"a\geq 0 এর জন্য, আমরা $S_a={x | dist(x, S) \leq a}$ সংজ্ঞায়িত করি, যেখানে $dist(x,S)=inf_{y\in S}||x-y||$। ধরি S একটি কনভেক্স। S_a কি কনভেক্স? হ্যাঁ হলে ১ এবং না হলে ০ উত্তর দিন।",অসংজ্ঞায়িত,০.০,উপরের কোনটিই নয়,১.০,,,,,,,3,,math,bn
7402,Z[x] এ বহুপদকটি Q এর উপর অবিচ্ছেদ্যতার জন্য আইজেনস্টাইন মানদণ্ড সন্তুষ্ট করে কিনা নির্ণয় করুন। x^2 - 12,"হ্যাঁ, p=4 এর জন্য।","না, কারণ বহুপদকটি বিচ্ছেদ্য।","হ্যাঁ, p=1 এর জন্য।","না, কারণ বহুপদকটি আইজেনস্টাইন মানদণ্ড সন্তুষ্ট করে না।",না।,"হ্যাঁ, p=12 এর জন্য।","হ্যাঁ, p=3 এর জন্য।","হ্যাঁ, p=5 এর জন্য।","হ্যাঁ, p=6 এর জন্য।","হ্যাঁ, p=2 এর জন্য।",6,,math,bn
7416,"একটি নির্দিষ্ট মডেলের গাড়ির এলোমেলো নমুনা থেকে গাড়ির বিক্রয়মূল্য ($১,০০০) এবং তার বয়সের (বছরে) মধ্যে সম্পর্ক আনুমানিক নির্ধারণ করা হয়েছে। সম্পর্কটি নিম্নলিখিত সূত্র দ্বারা প্রকাশ করা হয়: বিক্রয়মূল্য = ১৫.৯ - ০.৯৮৩ (বয়স) এই সমীকরণ থেকে আমরা নিম্নলিখিত কোনটি সিদ্ধান্ত করতে পারি?",প্রতি বছর গাড়ির বয়স বাড়ার সাথে সাথে বিক্রয়মূল্য প্রায় $৯৮৩ কমে যায়।,"একটি নতুন গাড়ির গড় মূল্য $৯,৮৩০।","একটি নতুন গাড়ির গড় মূল্য $১৫,৯০০।",প্রতি বছর গাড়ির বয়স বাড়ার সাথে সাথে বিক্রয়মূল্য প্রায় ৯.৮৩% কমে যায়।,প্রতি বছর গাড়ির বয়স বাড়ার সাথে সাথে বিক্রয়মূল্য প্রায় $৯৮৩ বেড়ে যায়।,প্রতি বছর গাড়ির বয়স বাড়ার সাথে সাথে বিক্রয়মূল্য প্রায় $১৫৯ কমে যায়।,"প্রতি বছর গাড়ির বয়স বাড়ার সাথে সাথে বিক্রয়মূল্য প্রায় $১,৫৯০ বেড়ে যায়।",একটি নতুন গাড়ির গড় মূল্য $৯৮৩।,প্রতি বছর গাড়ির বয়স বাড়ার সাথে সাথে বিক্রয়মূল্য একই থাকে।,"প্রতি বছর গাড়ির বয়স বাড়ার সাথে সাথে বিক্রয়মূল্য প্রায় $১,৫৯০ কমে যায়।",0,,math,bn
7464,দুটি সংখ্যার যোগফল ১৯। তাদের গুণফল ৭০। সংখ্যা দুটি কী?,"৫, ১৪","৪, ১৫","১, ১৮","৯, ১০","১২, ৭","২, ১৭","৩, ১৬","৭, ১০","৮, ১১","৬, ১৩",0,,math,bn
7469,"ধরা যাক C একটি রৈখিক নর্মড স্পেসে একটি কমপ্যাক্ট কনভেক্স সেট, এবং T: C → C একটি অবিচ্ছিন্ন ম্যাপিং। তাহলে, C তে T এর একটি স্থির বিন্দু বিদ্যমান। এটি কি সঠিক? হ্যাঁ হলে ১ এবং না হলে ০ উত্তর দিন।",১.০,২.৫,-০.৫,১.৫,-১.০,০.৫,০.০,২.০,-২.০,৩.০,0,,math,bn
7493,"একটি নির্দিষ্ট স্প্রিং-ভর সিস্টেম নিম্নলিখিত প্রাথমিক মান সমস্যা সন্তুষ্ট করে$$u^{\prime \prime}+\frac{1}{4} u^{\prime}+u=k g(t), \quad u(0)=0, \quad u^{\prime}(0)=0$$যেখানে $g(t)=u_{3 / 2}(t)-u_{5 / 2}(t)$ এবং $k>0$ একটি প্যারামিটার।ধরা যাক $k=2$। সেই সময় $\tau$ খুঁজুন যার পরে সকল $t>\tau$ এর জন্য $|u(t)|<0.1$ হবে।",২৭.৮৯২৪,২৫.৬৭৭৩,৩০.৭৬৫৪,২৪.৫৫৬৭,১৯.৪৬৮৯,৩২.৮৪৯৫,২০.৫৪২৬,২৮.৬৮৯১,৩৪.১২৫৬,২২.৩১৪৭,1,,math,bn
7497,"উদাহরণ ৫.৬-৪ এ, $n=4$ এর জন্য $P(1.7 \leq Y \leq 3.2)$ গণনা করুন এবং এই সম্ভাবনার স্বাভাবিক সন্নিকরণের সাথে আপনার উত্তর তুলনা করুন।",$0.7254$,$0.6749$,$0.6182$,$0.7035$,$0.7891$,$0.9524$,$0.5918$,$0.4876$,$0.5603$,$0.8421$,1,,math,bn
7509,ফাইনাইট ফিল্ড Z_11 এর জেনারেটর খুঁজুন।,২,৫,১০,৬,৪,৩,৮,৭,১,৯,0,,math,bn
7519,"ধরা যাক X এবং Y দৈব চলক যেখানে μx = 32, σx = 5, μy = 44, এবং σy = 12। X এবং Y স্বাধীন হলে, দৈব চলক X + Y এর গড় এবং স্ট্যান্ডার্ড বিচ্যুতি কত হবে?","μx+y = 72, σx+y = 12","μx+y = 80, σx+y = 15","μx+y = 76, σx+y = 8.5","μx+y = 76, σx+y = 20","μx+y = 76, σx+y = 13","μx+y = 38, σx+y = 17","μx+y = 76, σx+y = 17","μx+y = 68, σx+y = 13","μx+y = 70, σx+y = 17","μx+y = 76, σx+y = 19",4,,math,bn
7521,"একটি জনপ্রিয় বেকারিতে রুটির দৈনিক গড় চাহিদা ২,৫০০ লোফ, যার পরিমিত ব্যাপ্তি ২২৫ লোফ। প্রতি সকালে বেকারিটি ৩,০০০ লোফ তৈরি করে। আজ যে রুটি শেষ হয়ে যাবে তার সম্ভাবনা কত? ধরে নিন যে এই বেকারিতে রুটির দৈনিক গড় চাহিদা স্বাভাবিকভাবে বিতরিত।",০.৯৮৬৯,০.৫২৩৪,০.৬৮৭৫,০.০১৩২,০.৩৫০০,০.৪৫৮৯,০.৮৩৩৩,০.২৩১৪,০.৭৫০০,০.১৬৬৭,3,,math,bn
7534,৭৭ এর মৌলিক উৎপাদক লিখুন। সম্ভব হলে ঘাত ব্যবহার করুন।,7^2 • 11^2,11^2 • 13,7 • 13^2,7 • 11 • 13,7 • 11,7^2 • 13,7^2 • 11,7 • 11^2 • 13,11 • 13,7^3 • 11,4,,math,bn
7555,"ধরা যাক $f(x)$ একটি ফাংশন যার এই বৈশিষ্ট্য রয়েছে: সকল বাস্তব সংখ্যা $a$ এবং $b$ এর জন্য যেখানে $a<b$, $x=a$ এবং $x=b$ এর মধ্যে $y=f(x)$ এর গ্রাফের অংশটি $(a,f(a))$ এবং $(b,f(b))$ বিন্দুদ্বয় সংযোগকারী রেখাখণ্ডের নীচে অবস্থিত। (এই বৈশিষ্ট্য সম্পন্ন ফাংশনকে কঠোরভাবে উত্তল বলা হয়।) যদি $f(x)$ $(-2,5)$ এবং $(2,9)$ বিন্দু দিয়ে যায়, তাহলে $f(1)$ এর সম্ভাব্য সকল মানের পরিসর কত? উত্তরটি ইন্টারভাল নোটেশনে প্রকাশ করুন।","(-inf, 5)","(-inf, 7)","(-inf, 3)","(-inf, 11)","(-inf, 9)","(-inf, 12)","(-inf, 6)","(-inf, 10)","(-inf, 4)","(-inf, 8)",9,,math,bn
7560,কোন $N$ এর মান $rac{4^{(3^3)}}{(4^3)^3} = 2^N$ সমীকরণটি সন্তুষ্ট করে?,৩৪,৬৪,৩৬,১৮,৯,৮১,২৭,৭২,৪৫,৫৪,2,,math,bn
7566,ছয়টি ৬-বাহু বিশিষ্ট ছক্কা ফেলা হল। তিনটি ছক্কায় মৌলিক সংখ্যা এবং বাকিগুলোতে যৌগিক সংখ্যা পড়ার সম্ভাবনা কত?,\frac{5}{55},\frac{5}{54},\frac{125}{7776},\frac{3}{18},\frac{125}{2916},\frac{5}{36},\frac{5}{16},\frac{10}{54},\frac{1}{6},\frac{125}{3888},1,,math,bn
7576,মানক গাউসীয় বিতরণের ক্রমযোজিত বণ্টন ফাংশন $F(x)=1/\sqrt{2 \pi} \int_{-\infty}^x e^{-t^2/2} dt$ কি লগ-অবতল? হ্যাঁ হলে 1 এবং না হলে 0 উত্তর দিন।,2.5,-1.0,2.0,1.5,-0.5,0.0,1.0,-2.0,0.5,3.0,6,,math,bn
7598,ম্যাট্রিক্স $A=(\begin{array}{rrrrr} 1 & 2 & 3 & 4 & -3 \1 & 2 & 0 & -5 & 1 \2 & 4 & -3 & -19 & 6 \3 & 6 & -3 & -24 & 7\end{array})$ এর সারি র‍্যাঙ্ক এবং কলাম র‍্যাঙ্ক কত? দুটি সংখ্যা একটি তালিকা আকারে দিন।,"[1, 1]","[3, 4]","[4, 4]","[2, 4]","[2, 3]","[3, 3]","[4, 2]","[2, 2]","[4, 3]","[3, 2]",7,,math,bn
7610,"৭.৩-৫। একটি বড় কলেজের প্রথম বর্ষের ছাত্রদের মধ্যে যাদের হাই স্কুল জিপিএ ৩.২ থেকে ৩.৬ এর মধ্যে ছিল, সেই অনুপাত $p$ আনুমানিক নির্ণয় করতে $n=50$ জন ছাত্রের একটি নমুনা নেওয়া হয়েছিল। দেখা গেল যে $y=9$ জন ছাত্র এই অন্তরালের মধ্যে পড়ে।
(ক) $p$ এর একটি বিন্দু প্রাক্কলন দিন।",$0.1000$,$0.1600$,$0.1200$,$0.2000$,$0.2200$,$0.1400$,$0.3000$,$0.2500$,$0.2800$,$0.1800$,9,,math,bn
7613,ধরা যাক $A$ এবং $B$ দুটি স্বাধীন ঘটনা যেখানে $P(A)=$ 0.7 এবং $P(B)=0.2$। $P(A \cap B)$ এর মান নির্ণয় কর।,0.28,0.9,0.7,0.1,0.56,0.04,0.14,0.5,0.2,0.35,6,,math,bn
7617,রিং Z_3 x 3Z এর বৈশিষ্ট্য নির্ণয় করুন।,২৪,১২,৩০,২১,১৫,৩৬,৩,৯,৬,০,9,,math,bn
7647,"১,২৪৮ কে ৭ দিয়ে ভাগ করলে ভাগফল কত?",১৬৮ অবশিষ্ট ২,১৭৮ অবশিষ্ট ২,১৬৯ অবশিষ্ট ৩,১৭৮ অবশিষ্ট ০,১৭৭ অবশিষ্ট ৮,১৭৮ অবশিষ্ট ৩,১৭৭ অবশিষ্ট ৭,১৭৮ অবশিষ্ট ৪,১৭৭ অবশিষ্ট ৯,১৭৮ অবশিষ্ট ১,1,,math,bn
7662,২৫২ এবং ৯৬ এর গরিষ্ঠ সাধারণ উৎপাদক কত?,২৪,৪৮,৩০,১২,৬,৩৬,১৫,২১,৫,১৮,3,,math,bn
7671,"ম্যাট্রিক্স [[০, ১, ২], [৭, ৮, ৩], [৬, ৫, ৪]] এর নির্ণায়ক কত?",০,২৪,-১২,৩৬,-৪৮,৭২,-৬০,-২৪,-৩৬,৬০,8,,math,bn
7672,ট্র্যাপিজয়েডাল রুল ব্যবহার করে $\int_0^{\pi} sin^2(x)dx$ এর আনুমানিক মান নির্ণয় করুন। আনুমানিক দশমিক মান প্রদান করুন।,1.414214,1.000000,0.785398,1.570796,1.234567,3.000000,3.141592,2.718282,2.345678,2.000000,3,,math,bn
7675,"১ (সহ) থেকে ১০০ (সহ) এর মধ্যে কতগুলি পূর্ণসংখ্যা ২, ৩, অথবা ৫ দ্বারা বিভাজ্য?",৮২,৬০,৮০,৬৮,৭৪,৭২,৮৫,৫০,৭৮,৬৬,4,,math,bn
7681,৬ জন পুরুষ এবং ৮ জন মহিলার একটি দল থেকে ২ জন পুরুষ এবং ৩ জন মহিলার একটি কমিটি কতভাবে নির্বাচন করা যেতে পারে?,১৫০০,১০০০,১২০০,১১০০,৭২০,৯৬০,৪০০,৫০০,৮৪০,৬৫০,8,,math,bn
7711,"একটি ক্যাসিনোতে ব্যবহৃত একটি রুলেট চাকায় ৩৮টি স্লট আছে যেগুলি যথাক্রমে $1,2,3, \ldots, 36,0,00$ সংখ্যা দ্বারা চিহ্নিত। 0 এবং 00 স্লটগুলি সবুজ রঙের। বাকি স্লটগুলির অর্ধেক লাল এবং অর্ধেক কালো। এছাড়া, ১ থেকে ৩৬ পর্যন্ত পূর্ণসংখ্যাগুলির অর্ধেক বিজোড়, অর্ধেক জোড়, এবং 0 ও 00 কে জোড় বা বিজোড় কোনটাই ধরা হয় না। একটি বল চাকার চারপাশে গড়িয়ে যায় এবং কোনো একটি স্লটে গিয়ে থামে; আমরা ধরে নিচ্ছি প্রতিটি স্লটের সম্ভাবনা সমান এবং $1/38$, এবং আমরা বলটি যে স্লটে পড়বে তার সংখ্যাটি জানতে আগ্রহী। যদি $A=\{0,00\}$ হয়, তবে $P(A)$ এর মান কত?",$\frac{1}{19}$,$\frac{1}{76}$,$\frac{20}{38}$,$\frac{2}{38}$,$\frac{3}{38}$,$\frac{4}{38}$,$\frac{36}{38}$,$\frac{1}{38}$,$\frac{1}{2}$,$\frac{18}{38}$,3,,math,bn
7729,"একটি বড় স্কুল জেলার স্কুল বোর্ড শিক্ষার্থীদের জন্য একটি নতুন পোশাক বিধি প্রস্তাব করছে। কিছু শিক্ষার্থী মনে করে এই পোশাক বিধি অন্যায়ভাবে ছাত্রীদের লক্ষ্য করে তৈরি করা হয়েছে। নতুন পোশাক বিধির বিরোধিতায় ছেলে ও মেয়েদের মধ্যে পার্থক্য আছে কিনা তা দেখার জন্য, তারা জেলার ৬০ জন যদৃচ্ছভাবে নির্বাচিত ছাত্র এবং ৭০ জন যদৃচ্ছভাবে নির্বাচিত ছাত্রীর একটি জরিপ পরিচালনা করে। তারা দেখতে পায় যে ৬৬ জন ছাত্রী এবং ৫০ জন ছাত্র পোশাক বিধির বিরোধিতা করে। নিম্নলিখিত কোনটি ব্যাখ্যা করে কেন দুই-অনুপাত z-পরীক্ষা উপযুক্ত নয়?",এই পরীক্ষার জন্য কোন বিকল্প প্রস্তাব দেওয়া হয়নি।,দুই দলের সফলতা এবং ব্যর্থতার সংখ্যা যথেষ্ট বড় নয়।,জনসংখ্যা বিতরণের আকার জানা নেই।,z-পরীক্ষা অনুপাতের জন্য ডিজাইন করা হয়নি।,নমুনার আকার খুব ছোট।,নমুনার আকার ভিন্ন।,নমুনা যদৃচ্ছভাবে নির্বাচিত করা হয়নি।,যে শিক্ষার্থীরা পোশাক বিধির বিরোধিতা করে তারা সমগ্র জনসংখ্যার প্রতিনিধিত্ব করে না।,নমুনার আকার খুব বড়।,ছাত্র ও ছাত্রীর অনুপাত সমান নয়।,1,,math,bn
7733,"স্বাস্থ্য বিভাগ একটি নির্দিষ্ট পার্কে সীসার মাত্রা পরীক্ষা করার পরিকল্পনা করেছে। যেহেতু উচ্চ সীসার মাত্রা শিশুদের জন্য ক্ষতিকারক, সীসার মাত্রা অনুমোদিত সীমা অতিক্রম করলে পার্কটি বন্ধ করা হবে। বিভাগটি পার্কের বিভিন্ন স্থান থেকে এলোমেলোভাবে নমুনা সংগ্রহ করে, সেই স্থানগুলি থেকে মাটির নমুনা নেয় এবং নমুনাগুলির সীসার মাত্রা পরীক্ষা করে। নিম্নলিখিত কোন সিদ্ধান্তটি টাইপ I ত্রুটির ফলাফল হবে?",সীসার মাত্রা অনুমোদিত সীমার মধ্যে থাকলে পার্ক খোলা রাখা,ভবিষ্যতে সীসার মাত্রা বৃদ্ধির পূর্বাভাসের ভিত্তিতে পার্ক বন্ধ করা,সীসার মাত্রা অনুমোদিত সীমার বেশি হলেও পার্ক খোলা রাখা,অন্যান্য পার্কের সীসার মাত্রা অনুমোদিত সীমার মধ্যে থাকা সত্ত্বেও সেগুলি বন্ধ করা,সীসার মাত্রা অনুমোদিত সীমার বেশি হলে পার্ক বন্ধ করা,সীসার মাত্রা একেবারেই পরীক্ষা না করে পার্ক বন্ধ করা,অন্যান্য পার্কের সীসার মাত্রা অনুমোদিত সীমার বেশি হলেও সেগুলি খোলা রাখা,পরীক্ষার ফলাফল উপেক্ষা করে সীসার মাত্রা যাই হোক না কেন পার্ক খোলা রাখা,সীসার মাত্রা অনুমোদিত সীমার মধ্যে থাকা সত্ত্বেও পার্ক বন্ধ করা,অন্য পার্কের সীসার মাত্রার ভিত্তিতে পার্ক বন্ধ করা,8,,math,bn
7734,"১০টি স্কোরের একটি গ্রুপে, সর্বোচ্চ স্কোরটি ৪০ পয়েন্ট বৃদ্ধি করা হল। গড়ের ক্ষেত্রে কী ঘটবে?",এটি একই থাকবে।,এটি ৩০ পয়েন্ট বৃদ্ধি পাবে।,এটি ১০ পয়েন্ট বৃদ্ধি পাবে।,এটি ১০ পয়েন্ট কমে যাবে।,অন্য স্কোরগুলিও যদি ৪০ পয়েন্ট বৃদ্ধি পায় তবে এটি অপরিবর্তিত থাকবে।,এটি ২০ পয়েন্ট বৃদ্ধি পাবে।,এটি ৪ পয়েন্ট কমে যাবে।,এটি ৪০ পয়েন্ট কমে যাবে।,এটি ৪০ পয়েন্ট বৃদ্ধি পাবে।,এটি ৪ পয়েন্ট বৃদ্ধি পাবে।,9,,math,bn
7752,কোন অনুপাতটি ৩/৮ এর সাথে একটি সমানুপাত গঠন করতে পারে?,২৪/৬৪,১৫/৪৮,১৮/৫৬,১৮/৪০,,,,,,,0,,math,bn
7762,একটি দোকানে ৮টি মাছের ট্যাংক আছে যার প্রতিটিতে ৪০ লিটার করে পানি আছে। সব ট্যাংকে মোট কত লিটার পানি আছে?,৪০০,৩৮০,২৮০,৩০০,৩৬০,৩৪০,৫,৪২০,৩২০,৪৮,8,,math,bn
7783,"একটি ঘনকের ছয়টি তলে ছয়টি ধনাত্মক পূর্ণসংখ্যা লেখা আছে। প্রতিটি শীর্ষবিন্দুতে তার সংলগ্ন তিনটি তলের সংখ্যাগুলির গুণফল লেখা আছে। যদি শীর্ষবিন্দুগুলিতে লেখা সংখ্যাগুলির যোগফল $1001$ হয়, তাহলে তলগুলিতে লেখা সংখ্যাগুলির যোগফল কত?",৩৬,৩১,১৫,২০,১৩,১৮,২৭,২৪,১০০১,৪৫,1,,math,bn
7794,ধরা যাক আমরা দুটি ন্যায্য ৬-সংখ্যাবিশিষ্ট পাশা ফেলি। দুটি সংখ্যার যোগফল ৪ হওয়ার সম্ভাবনা কত?,\frac{3}{12},\frac{1}{6},\frac{2}{12},\frac{1}{9},\frac{1}{2},\frac{1}{18},\frac{1}{12},\frac{1}{3},\frac{1}{4},\frac{1}{8},6,,math,bn
7827,"ধরা যাক X_1, X_2,... স্বাধীন চলক যেগুলো +1 অথবা -1 মান গ্রহণ করে 1/2 এবং 1/2 সম্ভাবনায়। জানা আছে যে $\sqrt{3/n^3}*\sum_{k=1}^n k*X_k$ অসীমে n এর মানের জন্য স্বাভাবিক বিতরণ N(a,b) তে বিতরণগতভাবে অভিসারী হয়। এখানে a হল প্রত্যাশা এবং b হল বিচরণ। a এবং b এর মান কত? উত্তরগুলো একটি তালিকা আকারে দিন। উদাহরণস্বরূপ, যদি a=2, b=100 হয়, তবে [2,100] লিখুন।","[2, 0]","[0, 1]","[2, 1]","[1, 1]","[1, 0]","[0, 0]","[0, 1/2]","[1, 2]","[0, 2]","[0, 3]",1,,math,bn
7828,"নিম্নলিখিত ফাংশনগুলির মধ্যে কোনগুলি বাউন্ডেড এনটায়ার ফাংশন? 1. f(x)=0; 2. f(x)=1+i; 3. f(x)=sin(x); 4. f(x)=min{|cos(x)|,1}। এখানে i=\sqrt{-1} এবং $|\cdot|$ হল একটি জটিল সংখ্যার নর্ম। উত্তরগুলির নম্বর একটি তালিকা আকারে দিন।","[1, 2]","[2, 4]","[3, 4]","[1, 2, 3]","[1, 3, 4]","[1, 4]",[4],"[1, 3]",[3],"[2, 3]",0,,math,bn
7829,"ধনাত্মক পূর্ণসংখ্যার মধ্যে সবচেয়ে ছোট সংখ্যাটি নির্ণয় করো যা ২ দ্বারা ভাগ করলে ভাগশেষ ১, ৩ দ্বারা ভাগ করলে ভাগশেষ ২, ৪ দ্বারা ভাগ করলে ভাগশেষ ৩, ৫ দ্বারা ভাগ করলে ভাগশেষ ৪, এবং ৬ দ্বারা ভাগ করলে ভাগশেষ ৫ হয়।",৫৯,৯১,১০১,১২১,৬৫,১৪৩,৫০,৭২,৬১,১১৯,0,,math,bn
7833,"স্টোকসের উপপাদ্য ব্যবহার করে $\int_C \mathbf{F} \cdot d \mathbf{r}$ এর মান নির্ণয় করুন, যেখানে $\mathbf{F}(x, y, z)=x y \mathbf{i}+y z \mathbf{j}+z x \mathbf{k}$, এবং $C$ হল একটি ত্রিভুজ যার শীর্ষবিন্দুগুলি হল $(1,0,0),(0,1,0)$, এবং $(0,0,1)$, যা উপর থেকে দেখলে ঘড়ির কাঁটার বিপরীত দিকে অভিমুখী।",$-\frac{1}{2}$,$\frac{1}{2}$,$0$,$\frac{3}{4}$,$\frac{1}{4}$,$-1$,$\frac{1}{3}$,$\frac{2}{3}$,$-\frac{1}{4}$,$-\frac{1}{3}$,0,,math,bn
7835,"৭.৩-৯। নিম্নলিখিত দুটি মহিলা গ্রুপ বিবেচনা করুন: গ্রুপ ১ এ রয়েছে সেই মহিলারা যারা বার্ষিক $\$ 500$ এর কম পোশাকে ব্যয় করেন; গ্রুপ ২ এ রয়েছে সেই মহিলারা যারা বার্ষিক $\$ 1000$ এর বেশি পোশাকে ব্যয় করেন। $p_1$ এবং $p_2$ যথাক্রমে এই দুই গ্রুপের মধ্যে সেই মহিলাদের অনুপাত যারা মনে করেন পোশাক খুব ব্যয়বহুল। যদি গ্রুপ ১ থেকে ১২৩০ জন মহিলার একটি এলোমেলো নমুনার মধ্যে ১০০৯ জন এবং গ্রুপ ২ থেকে ৩৪০ জন মহিলার একটি এলোমেলো নমুনার মধ্যে ২০৭ জন মনে করেন যে পোশাক খুব ব্যয়বহুল,\n(ক) $p_1-p_2$ এর একটি পয়েন্ট এস্টিমেট দিন।",$0.2115$,$0.3256$,$0.1298$,$0.2732$,$0.3021$,$0.0997$,$0.2389$,$0.2654$,$0.1874$,$0.1543$,0,,math,bn
7852,"গ্যুয়েন একটি কাগজে নিচের সংখ্যার ধারাটি লিখল। ১, ৫, ৯, ১৩। গ্যুয়েনের ধারার পরবর্তী দুটি পদ কী হবে?","১৭, ২৩","১৯, ২৫","১৯, ২৩","২১, ২৩","১৭, ১৯","১৯, ২১","১৫, ১৯","১৭, ২১","১৫, ১৭","২১, ২৫",7,,math,bn
7853,"উমি একটি সংখ্যার ধারা তৈরি করেছে যেখানে প্রতিবার একই পরিমাণ যোগ করে পরের সংখ্যা পাওয়া যায়। ২০, ৪০, ৬০, ৮০, ... ধারাটির অষ্টম সংখ্যাটি কত হবে?",৩২০,১৮০,১৬০,২৬০,২৮০,৩৬০,২০০,২৪০,৬৪০,৩০০,2,,math,bn
7854,বিড়ালের খাবারের দাম প্রতি পাউন্ড $.47। ৬ পাউন্ডের একটি ব্যাগের দাম কত হবে?,$3.82,$2.97,$6.47,$12.77,$2.82,$1.47,$7.47,$8.22,$4.67,$5.02,4,,math,bn
7876,১০০ এর তিন-পঞ্চমাংশ কত?,৫০,২০,৩,৯০,৮০,৬০,১০০,৩০,৭০,৫,5,,math,bn
7880,৩ ≤ n ≤ ১১ এমন কোন পূর্ণসংখ্যা n এর জন্য শুধুমাত্র একটি গ্রুপ আছে (আইসোমরফিজম পর্যন্ত)?,"শুধুমাত্র ৩, ৫, ৭, এবং ১১ এর জন্য","শুধুমাত্র ৮, ৯, ১০, এবং ১১ এর জন্য","শুধুমাত্র ৪, ৬, ৮, এবং ১০ এর জন্য","শুধুমাত্র ৬, ৭, ৮, এবং ৯ এর জন্য","শুধুমাত্র ৩, ৪, ৫, এবং ৬ এর জন্য","শুধুমাত্র ৩, ৫, ৭, ৯, এবং ১১ এর জন্য","শুধুমাত্র ৪, ৫, ৬, এবং ৮ এর জন্য",৩ ≤ n ≤ ১১ এমন সকল পূর্ণসংখ্যা n এর জন্য,এমন কোন পূর্ণসংখ্যা n এর জন্য নয়,"শুধুমাত্র ৫, ৬, ৭, ৮, এবং ৯ এর জন্য",0,,math,bn
7914,"n সংখ্যক শীর্ষবিন্দু বিশিষ্ট একটি সম্পূর্ণ গ্রাফের প্রতিটি রেখাংশকে ২টি রঙ (লাল এবং নীল) দ্বারা রঙ করা হলে, হয় লাল রঙে একটি ৪-ক্লিক অথবা নীল রঙে একটি ৪-ক্লিক নিশ্চিত করতে n এর ন্যূনতম মান কত হবে?",১২,১৫,১৪,১৬,২২,৮,১০,২০,১৯,১৮,9,,math,bn
7918,একটি হেলিকপ্টারের উচ্চতা s(t) = 300t - 4t^3 মিটার হলে t = 5 মিনিটে ত্বরণ মিটার/(মিনিট^2) এককে কত?,১০০,২৪০,১৮০,১৫০,৬০,-২০০,-৬০,-১২০,-১৮০,-২৪০,7,,math,bn
7930,"যখন x → 1, তখন \lim_{x \to 1} ((x - 1) sin((\π)/(x - 1)) কত?",π,0,2π,1,অসংজ্ঞায়িত,প্রাকৃতিক লগারিদমের ভিত্তি e,1/2,-π,1/π,-1,1,,math,bn
7935,"একটি বল $\mathbf{F}=8 \mathbf{i}-6 \mathbf{j}+9 \mathbf{k}$ একটি বস্তুকে বিন্দু $(0,10,8)$ থেকে বিন্দু $(6,12,20)$ পর্যন্ত সরল রেখা বরাবর স্থানান্তরিত করে। দূরত্ব মিটারে এবং বল নিউটনে পরিমাপ করা হয়। এই বলের দ্বারা সম্পাদিত কার্য নির্ণয় করুন।",144 $\mathrm{J}$,172 J,180 $\mathrm{J}$,168 J,132 J,160 $\mathrm{J}$,120 $\mathrm{J}$,156 J,200 J,210 J,0,,math,bn
7961,দুটি পূর্ণসংখ্যার লঘিষ্ঠ সাধারণ গুণিতক ৬০। প্রতিটি সংখ্যা ১২ এর চেয়ে কম বা সমান। দুটি সংখ্যার গরিষ্ঠ সাধারণ উৎপাদক ২। সেই দুটি সংখ্যা কী?,৫ এবং ১২,১২ এবং ১৫,৬ এবং ১২,৪ এবং ৮,৩ এবং ৯,৮ এবং ১০,৬ এবং ১০,২ এবং ১০,২ এবং ৬,১০ এবং ১২,9,,math,bn
7983,"একটি ধনাত্মক পূর্ণসংখ্যা n কে 'পাওয়ারফুল' বলা হয় যদি, n এর প্রতিটি মৌলিক উৎপাদকের জন্য, সেই মৌলিক সংখ্যার বর্গও n এর একটি উৎপাদক হয়। একটি পাওয়ারফুল সংখ্যার উদাহরণ হল",২৯৭,৩৯২,৩০০,২৪০,৩৩৬,৩৬০,৪০৮,,,,1,,math,bn
7992,"একটি শহরের জনসংখ্যার মধ্যে একটি ভাইরাস ছড়িয়ে পড়ছে, এবং প্রতি ৩ দিনে ভাইরাসে আক্রান্ত মানুষের সংখ্যা দ্বিগুণ হয়। যদি শহরে ১,০০০ জন লোক থাকে, এবং ১লা জানুয়ারিতে ১০ জন লোকের ভাইরাস থাকে, তাহলে কোন তারিখে সবচেয়ে তাড়াতাড়ি সমগ্র শহর ভাইরাসে আক্রান্ত হবে, যেখানে বছরে ৩৬৫ দিন এবং জানুয়ারি মাসে ৩১ দিন আছে?",১০ই ফেব্রুয়ারি,২৮শে জানুয়ারি,১০ই জানুয়ারি,১লা মার্চ,১৫ই জানুয়ারি,৩১শে জানুয়ারি,১০ই মার্চ,২১শে জানুয়ারি,২১শে ফেব্রুয়ারি,১লা ফেব্রুয়ারি,7,,math,bn
7994,-২০০ থেকে ২০০ পর্যন্ত ৪০১টি পূর্ণসংখ্যার মধ্যে কতগুলি সংখ্যা ১৩ দ্বারা ভাগ করলে ভাগশেষ ৫ হয়?,৩২,৩০,৪৬,৩১,৬০,৬২,১৫,৬১,২৯,৪৫,3,,math,bn
